country,state,resort_name,vertical_drop_ft,skiable_acres,avg_annual_snow_in,operating_class,owner,pass_affiliations,operated_2324,operated_2425,anticipated_2526,confirmed_2526
USA,Pennsylvania,Boyce Park,166,25,36,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Pennsylvania,Camelback,827,166,50,Public w/Aerial Lifts,Peregrine Hospitality,"Ikon, Ikon Base, Ikon Session, Peak-to-Peak Poconos, WNEP Ski Card",Yes,Yes,Yes,Yes
USA,Pennsylvania,Eagle Rock,550,,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Pennsylvania,Elk Mountain,925,180,65,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Pennsylvania,Hidden Valley PA,470,110,140,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,Yes
USA,Pennsylvania,Jack Frost,600,100,50,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,Yes
USA,Pennsylvania,Laurel,761,70,41,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,Yes
USA,Pennsylvania,Liberty,620,100,31,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,Yes
USA,Pennsylvania,Locust Lake Village,150,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Pennsylvania,Montage,991,140,47,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Pennsylvania,Mount Pleasant,320,35,150,Public w/Aerial Lifts,Independent,Pennsylvania Outdoor Adventure Pass,Yes,Yes,Yes,Yes
USA,Pennsylvania,Roundtop,600,103,30,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,Yes
USA,Pennsylvania,Saw Creek,300,,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Pennsylvania,Seven Springs,754,285,135,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,Yes
USA,Pennsylvania,Shawnee Mountain,700,120,50,Public w/Aerial Lifts,Independent,"Indy, Indy+, Pennsylvania Outdoor Adventure Pass",Yes,Yes,Yes,Yes
USA,Pennsylvania,Ski Big Bear,650,26,50,Public w/Aerial Lifts,Independent,"Indy, Indy+, WNEP Ski Card, Indy Learn-To-Turn, Pennsylvania Outdoor Adventure Pass",Yes,Yes,Yes,Yes
USA,Pennsylvania,Ski Sawmill,515,15,24,Public w/Aerial Lifts,Independent,"Indy, Indy+, WNEP Ski Card",Yes,Yes,Yes,Yes
USA,Pennsylvania,Spring Mountain,420,45,27,Public w/Aerial Lifts,Independent,Pennsylvania Outdoor Adventure Pass,Yes,Yes,Yes,Yes
USA,Pennsylvania,The Hideout,131,,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Pennsylvania,The Peak at Nemacolin,300,25,31,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Pennsylvania,Tussey,500,38,41,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Pennsylvania,Whitetail,935,109,40,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,Yes
USA,Rhode Island,Yawgoo,240,36,39,Public w/Aerial Lifts,Independent,Freedom,Yes,Yes,Yes,Yes
USA,South Dakota,Deer Mountain,800,,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,South Dakota,Great Bear,182,21,41,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,South Dakota,Terry Peak,1200,450,150,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Tennessee,Ober Mountain,526,38,35,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,
USA,Utah,Alta,2538,2614,526,Public w/Aerial Lifts,Independent,"Ikon, Mountain Collective, Altabird Pass, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Beaver Mountain,1700,880,300,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,
USA,Utah,Brian Head,1320,650,301,Public w/Aerial Lifts,Mountain Capital Partners,"Power Pass Full, Power Pass Select, Power Pass Core, Weekday Power Pass, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Brighton,1745,1050,502,Public w/Aerial Lifts,Boyne Resorts,"Ikon, Ikon Base, Ikon Session, New England Pass, Boyne Passport, Boyne Explorer, Michigan Pass, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Buckskin,80,10,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Utah,Cherry Peak,1275,400,300,Public w/Aerial Lifts,Independent,"Indy Allied, Freedom, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,
USA,Utah,Deer Valley,3040,4926,294,Public w/Aerial Lifts,Alterra,"Ikon, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Eagle Point,1500,650,325,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski Utah Yeti Pass, Indy Learn-To-Turn, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Gateway Parks Salt Lake,,,,Public - Surface Lifts Only,Gateway,,No,No,Yes,
USA,Utah,Gateway Spanish Forks,,,,Public - Surface Lifts Only,Gateway,,Yes,Yes,Yes,
USA,Utah,Nordic Valley,1695,500,275,Public w/Aerial Lifts,Mountain Capital Partners,"Power Pass Full, Power Pass Select, Power Pass Core, Weekday Power Pass, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,
USA,Utah,Park City,3226,7300,355,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Tahoe Local, Epic Day All, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Powder Mountain,1995,5000,345,Public w/Aerial Lifts,Independent,"Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Snowbasin,3002,3000,324,Public w/Aerial Lifts,Holding Family,"Ikon, Mountain Collective, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Snowbird,3240,2500,498,Public w/Aerial Lifts,Powdr,"Ikon, Ikon Base, Mountain Collective, Altabird Pass, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Snowland,250,,,Public - Surface Lifts Only,Independent,,No,No,Yes,
USA,Utah,Solitude,2041,1200,438,Public w/Aerial Lifts,Alterra,"Ikon, Ikon Base, Ikon Session, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Sundance,2150,520,275,Public w/Aerial Lifts,Independent,"Power Pass Full, Power Pass Select, Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Utah,Utah Olympic Park,1196,,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Utah,Wasatch Peaks Ranch,2300,3000,325,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Utah,Woodward Park City,349,,150,Public w/Aerial Lifts,Powdr,"Ski Utah Yeti Pass, Ski Utah Kids Passport, Ski Utah Gold Pass",Yes,Yes,Yes,Yes
USA,Vermont,77 Winter Sports Park,90,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Vermont,Ascutney,450,26,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,Vermont,Bellows Falls,200,,,Public - Surface Lifts Only,Independent,,No,Yes,Yes,
USA,Vermont,Bolton Valley,1704,300,312,Public w/Aerial Lifts,Independent,"Indy, Indy+, Uphill New England, Ski Vermont 4 Pass, Indy Learn-To-Turn, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Brattleboro,204,8,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,Vermont,Bromley,1334,178,145,Public w/Aerial Lifts,Fairbank Group,"Uphill New England, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Burke,2057,270,217,Public w/Aerial Lifts,Schaefer Family,"Indy, Indy+, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Cochran’s,350,15,150,Public - Surface Lifts Only,Independent,Ski Vermont 5th Grade Passport,Yes,Yes,Yes,Yes
USA,Vermont,Hard'Ack,100,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,Vermont,Harrington Hill,160,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Vermont,Hermitage Club,1400,200,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Vermont,Jay Peak,2112,485,349,Public w/Aerial Lifts,Pacific Group Resorts,"Indy, Indy+, Ski Vermont 4 Pass, Indy Learn-To-Turn, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Killington,2977,1509,230,Public w/Aerial Lifts,Phill Gross,"Ikon, Ikon Base, Ikon Session, Uphill New England, Killington Pass, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Lyndon Outing Club,433,18,,Public - Surface Lifts Only,Independent,Ski Vermont 5th Grade Passport,No,Yes,Yes,
USA,Vermont,Mad River Glen,2037,915,228,Public w/Aerial Lifts,Independent,"Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Magic Mountain,1500,405,130,Public w/Aerial Lifts,Independent,"Indy, Indy+, Uphill New England, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Middlebury Snowbowl,920,200,200,Public w/Aerial Lifts,Independent,"Indy, Indy+, Uphill New England, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Mount Snow,1700,601,150,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Northeast Slopes,360,35,,Public - Surface Lifts Only,Independent,Ski Vermont 5th Grade Passport,Yes,Yes,Yes,
USA,Vermont,Okemo,2200,667,120,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Pico,1967,468,230,Public w/Aerial Lifts,Phill Gross,"Ikon, Ikon Base, Ikon Session, Uphill New England, Killington Pass, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Quechee,650,100,70,Public w/Aerial Lifts,Independent,"Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Saskadena Six,650,100,90,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski Vermont 4 Pass, Uphill New England, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Smugglers' Notch,2610,1060,322,Public w/Aerial Lifts,Independent,"Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Stowe,2360,485,314,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Stratton,2003,670,180,Public w/Aerial Lifts,Alterra,"Ikon, Ikon Base, Ikon Session, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Sugarbush,2600,581,267,Public w/Aerial Lifts,Alterra,"Ikon, Ikon Base, Ikon Session, Ski Vermont 4 Pass, Ski Vermont 5th Grade Passport",Yes,Yes,Yes,Yes
USA,Vermont,Vermont State (Randolph Ropetow),100,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Virginia,Bryce,500,50,30,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Virginia,Homestead,700,45,50,Public w/Aerial Lifts,Omni Hotels,,Yes,Yes,Yes,
USA,Virginia,Massanutten,1155,70,35,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Virginia,Wintergreen,1003,129,40,Public w/Aerial Lifts,Pacific Group Resorts,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Washington,49° North,1851,2325,301,Public w/Aerial Lifts,CMR Lands,"Indy, Indy+, Silver/49 North",Yes,Yes,Yes,
USA,Washington,Badger Mountain,325,10,120,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Washington,Bluewood,1125,355,300,Public w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn",Yes,Yes,Yes,
USA,Washington,Crystal Mountain WA,2602,2300,348,Public w/Aerial Lifts,Alterra,"Ikon, Ikon Base, Ikon Session",Yes,Yes,Yes,Yes
USA,Washington,Echo Valley,900,70,100,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Washington,Hurricane Ridge,800,250,400,Public - Surface Lifts Only,Independent,"Indy, Indy+",Yes,Yes,Yes,
USA,Washington,Leavenworth Ski Hill,300,20,89,Public - Surface Lifts Only,Independent,"Indy, Indy+",Yes,Yes,Yes,
USA,Washington,Loup Loup,1240,300,86,Public w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn",Yes,Yes,Yes,
USA,Washington,Meany Lodge,N/A,100,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Washington,Mission Ridge,2250,2000,200,Public w/Aerial Lifts,Larry Scrivanich,"Indy, Indy+, Powder Alliance",Yes,Yes,Yes,Yes
USA,Washington,Mt. Baker,1489,1000,688,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Washington,Mt. Spokane,2071,1704,300,Public w/Aerial Lifts,Independent,Freedom,Yes,Yes,Yes,
USA,Washington,Sahalie Ski Club,N/A,80,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Washington,Snoqualmie: Alpental,2280,875,428,Public w/Aerial Lifts,Boyne Resorts,"Ikon, Ikon Base, Ikon Session, New England Pass, Boyne Passport, Boyne Explorer, Michigan Pass",Yes,Yes,Yes,
USA,Washington,Snoqualmie: Summit,1255,1119,,Public w/Aerial Lifts,Boyne Resorts,"Ikon, Ikon Base, Ikon Session, New England Pass, Boyne Passport, Boyne Explorer, Michigan Pass",Yes,Yes,Yes,Yes
USA,Washington,Stevens Pass,1784,1125,460,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Day All, Epic Day 32",Yes,Yes,Yes,Yes
USA,Washington,White Pass,2000,1402,400,Public w/Aerial Lifts,Independent,"Indy, Indy+, Powder Alliance",Yes,Yes,Yes,Yes
USA,West Virginia,Canaan Valley,850,95,117,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski West Virginia Kids Passport",Yes,Yes,Yes,Yes
USA,West Virginia,Oglebay,168,,,Public w/Aerial Lifts,Independent,Ski West Virginia Kids Passport,Yes,Yes,Yes,
USA,West Virginia,Silver Creek (Snowshoe),703,,150,Public w/Aerial Lifts,Alterra,"Ikon, Ikon Base, Ikon Session, Ski West Virginia Kids Passport",Yes,Yes,Yes,
USA,West Virginia,Snowshoe/Western Territory,1500,257,150,Public w/Aerial Lifts,Alterra,"Ikon, Ikon Base, Ikon Session, Ski West Virginia Kids Passport",Yes,Yes,Yes,Yes
USA,West Virginia,Timberline,1000,100,170,Public w/Aerial Lifts,Perfect Family,"Perfect Pass, Ski West Virginia Kids Passport",Yes,Yes,Yes,Yes
USA,West Virginia,Winterplace,603,90,100,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski West Virginia Kids Passport",Yes,Yes,Yes,Yes
USA,Wisconsin,Alpine Valley WI,388,90,80,Public w/Aerial Lifts,Wisconsin Resorts,"Wisconsin Resorts, Skiing Wisconsin Passport",Yes,Yes,Yes,Yes
USA,Wisconsin,Ausblick Ski Club,182,10,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Wisconsin,Blackhawk,300,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,Wisconsin,Bruce Mound,375,40,12,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Wisconsin,Camp 10,250,120,60,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Wisconsin,Cascade,450,176,80,Public w/Aerial Lifts,Independent,Skiing Wisconsin Passport,Yes,Yes,Yes,Yes
USA,Wisconsin,Christie Mountain,350,100,33,Public w/Aerial Lifts,Independent,"Indy, Indy+, Skiing Wisconsin Passport, Indy Learn-To-Turn",Yes,Yes,Yes,Yes
USA,Wisconsin,Christmas Mountain Village,250,40,40,Public w/Aerial Lifts,Independent,Skiing Wisconsin Passport,Yes,Yes,Yes,Yes
USA,Wisconsin,Crystal Ridge,183,50,40,Public w/Aerial Lifts,Schmitz Brothers,"Indy, Indy+, Freedom, Sno Pass, Skiing Wisconsin Passport, Indy Learn-To-Turn",Yes,Yes,Yes,Yes
USA,Wisconsin,Devil’s Head,500,300,70,Public w/Aerial Lifts,Independent,Skiing Wisconsin Passport,Yes,Yes,Yes,Yes
USA,Wisconsin,Fox Hill,226,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,Wisconsin,Grand Geneva (Mountain Top),115,30,34,Public w/Aerial Lifts,Independent,Skiing Wisconsin Passport,Yes,Yes,Yes,Yes
USA,Wisconsin,Granite Peak,700,400,60,Public w/Aerial Lifts,Midwest Family Ski Resorts,"Indy, Indy+, Legendary Pass, Skiing Wisconsin Passport",Yes,Yes,Yes,Yes
USA,Wisconsin,Heiliger Huegel Ski Club,200,20,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Wisconsin,Kettlebowl,325,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Wisconsin,Keyes Peak,230,15,60,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,Wisconsin,Little Switzerland,200,50,45,Public w/Aerial Lifts,Schmitz Brothers,"Indy, Indy+, Freedom, Sno Pass, Skiing Wisconsin Passport, Indy Learn-To-Turn",Yes,Yes,Yes,Yes
USA,Wisconsin,Mont du Lac,320,20,55,Public w/Aerial Lifts,Independent,Skiing Wisconsin Passport,Yes,Yes,Yes,Yes
USA,Wisconsin,Mount Ashwabay,317,65,120,Public w/Aerial Lifts,Independent,Skiing Wisconsin Passport,Yes,Yes,Yes,Yes
USA,Wisconsin,Mount La Crosse,516,100,41,Public w/Aerial Lifts,Independent,"Indy, Indy+, Skiing Wisconsin Passport",Yes,Yes,Yes,Yes
USA,Wisconsin,Nordic Mountain,265,60,50,Public w/Aerial Lifts,Schmitz Brothers,"Indy, Indy+, Freedom, Sno Pass, Skiing Wisconsin Passport, Indy Learn-To-Turn",Yes,Yes,Yes,Yes
USA,Wisconsin,Nutt Hill,120,7,,Public - Surface Lifts Only,Independent,,No,No,Yes,Yes
USA,Wisconsin,Paul Bunyan,150,,65,Public - Surface Lifts Only,Independent,Indy Allied,Yes,Yes,Yes,Yes
USA,Wisconsin,Powers Bluff,250,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,Wisconsin,Standing Rocks Park,125,30,45,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Wisconsin,Sunburst,197,30,11,Public w/Aerial Lifts,Independent,"Indy, Indy+, Skiing Wisconsin Passport",Yes,Yes,Yes,Yes
USA,Wisconsin,Sunset Hill (Forest Springs),N/A,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Wisconsin,Triangle Sports Area,75,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Wisconsin,Trollhaugen,272,86,50,Public w/Aerial Lifts,Independent,"Indy, Indy+, Skiing Wisconsin Passport",Yes,Yes,Yes,Yes
USA,Wisconsin,Tyrol Basin,300,40,51,Public w/Aerial Lifts,Independent,"Indy, Indy+, Skiing Wisconsin Passport",Yes,Yes,Yes,Yes
USA,Wisconsin,Whitecap Mountains,455,400,200,Public w/Aerial Lifts,Independent,Skiing Wisconsin Passport,Yes,Yes,Yes,Yes
USA,Wisconsin,Whitetail Ridge,185,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Wisconsin,Wilmot,200,120,48,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Day All, Epic Day 32, Epic Day 22, Skiing Wisconsin Passport",Yes,Yes,Yes,Yes
USA,Wisconsin,Winter Park (Kewaunee ),160,5,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Wyoming,Antelope Butte,1000,225,200,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Wyoming,Beartooth Basin,1000,90,,Public - Surface Lifts Only,Independent,,No,Yes,Yes,
USA,Wyoming,Grand Targhee,2270,2602,465,Public w/Aerial Lifts,Independent,"Mountain Collective, Ski Idaho Kids Passport",Yes,Yes,Yes,Yes
USA,Wyoming,Hogadon Basin,600,60,140,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Wyoming,Jackson Hole,4139,2500,369,Public w/Aerial Lifts,Independent,"Ikon, Mountain Collective",Yes,Yes,Yes,Yes
USA,Wyoming,Meadowlark,1000,300,160,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Wyoming,Pine Creek,1425,640,300,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Wyoming,Snow King,1571,500,225,Public w/Aerial Lifts,Independent,"Indy, Indy+, Powder Alliance",Yes,Yes,Yes,Yes
USA,Wyoming,Snowy Range,865,250,245,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Wyoming,White Pine,1000,350,151,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
